hotel,district,season,sentiment,topic,reviews_count
Астра,Нижегородский,Зима,POSITIVE,Еда,1
Астра,Нижегородский,Зима,POSITIVE,Сервис,3
Астра,Нижегородский,Лето,NEGATIVE,Комфорт/шум,1
Астра,Нижегородский,Лето,NEGATIVE,Сервис,4
Астра,Нижегородский,Лето,NEGATIVE,Чистота,1
Астра,Нижегородский,Лето,NEUTRAL,Еда,1
Астра,Нижегородский,Лето,NEUTRAL,Комфорт/шум,1
Астра,Нижегородский,Лето,NEUTRAL,Сервис,2
Астра,Нижегородский,Лето,NEUTRAL,Цена,1
Астра,Нижегородский,Лето,POSITIVE,Еда,1
Астра,Нижегородский,Лето,POSITIVE,Расположение,1
Астра,Нижегородский,Лето,POSITIVE,Сервис,4
Астра,Нижегородский,Лето,POSITIVE,Цена,1
Астра,Нижегородский,Осень,NEGATIVE,Еда,1
Астра,Нижегородский,Осень,NEUTRAL,Комфорт/шум,1
Астра,Нижегородский,Осень,NEUTRAL,Расположение,1
Астра,Нижегородский,Осень,NEUTRAL,Сервис,1
Астра,Нижегородский,Осень,NEUTRAL,Чистота,1
Астра,Нижегородский,Осень,POSITIVE,Расположение,1
Астра,Нижегородский,Осень,POSITIVE,Сервис,3
Астра,Нижегородский,Осень,POSITIVE,Чистота,2
Атлантик,Автозаводский,Весна,NEUTRAL,Расположение,1
Атлантик,Автозаводский,Весна,NEUTRAL,Чистота,1
Атлантик,Автозаводский,Весна,POSITIVE,Комфорт/шум,1
Атлантик,Автозаводский,Весна,POSITIVE,Расположение,1
Атлантик,Автозаводский,Весна,POSITIVE,Сервис,5
Атлантик,Автозаводский,Весна,POSITIVE,Чистота,5
Атлантик,Автозаводский,Зима,NEUTRAL,Сервис,1
Атлантик,Автозаводский,Зима,POSITIVE,Сервис,1
Атлантик,Автозаводский,Лето,NEGATIVE,Сервис,1
Атлантик,Автозаводский,Лето,NEGATIVE,Цена,1
Атлантик,Автозаводский,Лето,NEUTRAL,Расположение,1
Атлантик,Автозаводский,Лето,NEUTRAL,Сервис,3
Атлантик,Автозаводский,Лето,POSITIVE,Еда,1
Атлантик,Автозаводский,Лето,POSITIVE,Расположение,2
Атлантик,Автозаводский,Лето,POSITIVE,Сервис,8
Атлантик,Автозаводский,Лето,POSITIVE,Чистота,5
Атлантик,Автозаводский,Осень,NEUTRAL,Сервис,1
Атлантик,Автозаводский,Осень,POSITIVE,Еда,1
Атлантик,Автозаводский,Осень,POSITIVE,Расположение,2
Атлантик,Автозаводский,Осень,POSITIVE,Чистота,3
Атмосферная Квартира,Нижегородский,Осень,POSITIVE,Комфорт/шум,1
Афоня,Нижегородский,Весна,NEUTRAL,Комфорт/шум,1
Афоня,Нижегородский,Весна,NEUTRAL,Расположение,2
Афоня,Нижегородский,Весна,NEUTRAL,Сервис,1
Афоня,Нижегородский,Весна,NEUTRAL,Цена,1
Афоня,Нижегородский,Весна,NEUTRAL,Чистота,1
Афоня,Нижегородский,Весна,POSITIVE,Комфорт/шум,1
Афоня,Нижегородский,Весна,POSITIVE,Чистота,2
Афоня,Нижегородский,Зима,NEGATIVE,Чистота,1
Афоня,Нижегородский,Зима,NEUTRAL,Чистота,1
Афоня,Нижегородский,Зима,POSITIVE,Чистота,1
Афоня,Нижегородский,Лето,NEUTRAL,Комфорт/шум,1
Афоня,Нижегородский,Лето,NEUTRAL,Расположение,2
Афоня,Нижегородский,Лето,NEUTRAL,Сервис,3
Афоня,Нижегородский,Лето,NEUTRAL,Цена,1
Афоня,Нижегородский,Лето,NEUTRAL,Чистота,1
Афоня,Нижегородский,Лето,POSITIVE,Расположение,2
Афоня,Нижегородский,Лето,POSITIVE,Сервис,3
Афоня,Нижегородский,Осень,NEUTRAL,Комфорт/шум,1
Афоня,Нижегородский,Осень,NEUTRAL,Расположение,1
Афоня,Нижегородский,Осень,NEUTRAL,Чистота,1
Афоня,Нижегородский,Осень,POSITIVE,Комфорт/шум,2
Афоня,Нижегородский,Осень,POSITIVE,Расположение,2
Афоня,Нижегородский,Осень,POSITIVE,Чистота,1
Байка,Канавинский,Зима,NEUTRAL,Чистота,1
Байка,Канавинский,Зима,POSITIVE,Комфорт/шум,1
Байка,Канавинский,Зима,POSITIVE,Расположение,1
Байка,Канавинский,Зима,POSITIVE,Сервис,8
Байка,Канавинский,Зима,POSITIVE,Чистота,2
Бонджорно,Нижегородский,Весна,NEGATIVE,Сервис,1
Бонджорно,Нижегородский,Весна,NEUTRAL,Чистота,2
Бонджорно,Нижегородский,Весна,POSITIVE,Еда,1
Бонджорно,Нижегородский,Весна,POSITIVE,Сервис,2
Бонджорно,Нижегородский,Весна,POSITIVE,Чистота,3
Бонджорно,Нижегородский,Зима,NEGATIVE,Еда,2
Бонджорно,Нижегородский,Зима,NEUTRAL,Сервис,1
Бонджорно,Нижегородский,Зима,POSITIVE,Сервис,3
Бонджорно,Нижегородский,Зима,POSITIVE,Чистота,2
Бонджорно,Нижегородский,Лето,NEGATIVE,Wi‑Fi/интернет,1
Бонджорно,Нижегородский,Лето,NEGATIVE,Еда,1
Бонджорно,Нижегородский,Лето,NEGATIVE,Чистота,1
Бонджорно,Нижегородский,Лето,NEUTRAL,Чистота,1
Бонджорно,Нижегородский,Лето,POSITIVE,Еда,4
Бонджорно,Нижегородский,Лето,POSITIVE,Сервис,4
Бонджорно,Нижегородский,Лето,POSITIVE,Чистота,3
Бонджорно,Нижегородский,Осень,NEGATIVE,Комфорт/шум,1
Бонджорно,Нижегородский,Осень,NEGATIVE,Чистота,1
Бонджорно,Нижегородский,Осень,NEUTRAL,Еда,1
Бонджорно,Нижегородский,Осень,POSITIVE,Сервис,1
Бонджорно,Нижегородский,Осень,POSITIVE,Цена,1
Бонджорно,Нижегородский,Осень,POSITIVE,Чистота,3
Ботаника Лофт,Канавинский,Зима,NEGATIVE,Комфорт/шум,1
Ботаника Лофт,Канавинский,Зима,NEUTRAL,Расположение,1
Ботаника Лофт,Канавинский,Зима,NEUTRAL,Сервис,1
Ботаника Лофт,Канавинский,Лето,NEUTRAL,Комфорт/шум,1
Ботаника Лофт,Канавинский,Лето,NEUTRAL,Расположение,2
Ботаника Лофт,Канавинский,Лето,NEUTRAL,Сервис,4
Ботаника Лофт,Канавинский,Лето,NEUTRAL,Цена,1
Ботаника Лофт,Канавинский,Лето,NEUTRAL,Чистота,3
Ботаника Лофт,Канавинский,Лето,POSITIVE,Еда,2
Ботаника Лофт,Канавинский,Лето,POSITIVE,Комфорт/шум,1
Ботаника Лофт,Канавинский,Лето,POSITIVE,Расположение,3
Ботаника Лофт,Канавинский,Лето,POSITIVE,Сервис,4
Ботаника Лофт,Канавинский,Лето,POSITIVE,Чистота,4
Ботаника Лофт,Канавинский,Осень,NEGATIVE,Расположение,1
Ботаника Лофт,Канавинский,Осень,NEGATIVE,Чистота,1
Ботаника Лофт,Канавинский,Осень,NEUTRAL,Комфорт/шум,1
Ботаника Лофт,Канавинский,Осень,NEUTRAL,Расположение,1
Ботаника Лофт,Канавинский,Осень,NEUTRAL,Цена,1
Ботаника Лофт,Канавинский,Осень,NEUTRAL,Чистота,1
Ботаника Лофт,Канавинский,Осень,POSITIVE,Еда,1
Ботаника Лофт,Канавинский,Осень,POSITIVE,Расположение,1
Ботаника Лофт,Канавинский,Осень,POSITIVE,Сервис,3
Ботаника Лофт,Канавинский,Осень,POSITIVE,Чистота,5
БугровЪ,Нижегородский,Осень,POSITIVE,Расположение,1
БугровЪ,Нижегородский,Осень,POSITIVE,Сервис,4
БугровЪ,Нижегородский,Осень,POSITIVE,Цена,1
БугровЪ,Нижегородский,Осень,POSITIVE,Чистота,5
Весна,Нижегородский,Весна,NEUTRAL,Сервис,1
Весна,Нижегородский,Зима,NEUTRAL,Комфорт/шум,1
Весна,Нижегородский,Зима,NEUTRAL,Расположение,1
Весна,Нижегородский,Зима,NEUTRAL,Чистота,1
Весна,Нижегородский,Зима,POSITIVE,Чистота,1
Весна,Нижегородский,Лето,NEGATIVE,Комфорт/шум,1
Весна,Нижегородский,Лето,NEUTRAL,Комфорт/шум,1
Весна,Нижегородский,Лето,NEUTRAL,Сервис,1
Весна,Нижегородский,Лето,NEUTRAL,Чистота,2
Весна,Нижегородский,Лето,POSITIVE,Еда,2
Весна,Нижегородский,Лето,POSITIVE,Расположение,3
Весна,Нижегородский,Лето,POSITIVE,Сервис,7
Весна,Нижегородский,Лето,POSITIVE,Цена,1
Весна,Нижегородский,Лето,POSITIVE,Чистота,4
Весна,Нижегородский,Осень,NEGATIVE,Сервис,1
Весна,Нижегородский,Осень,NEUTRAL,Расположение,1
Весна,Нижегородский,Осень,NEUTRAL,Сервис,2
Весна,Нижегородский,Осень,NEUTRAL,Цена,1
Весна,Нижегородский,Осень,NEUTRAL,Чистота,2
Весна,Нижегородский,Осень,POSITIVE,Еда,1
Весна,Нижегородский,Осень,POSITIVE,Чистота,3
Вместе в Гости,Нижегородский,Лето,POSITIVE,Комфорт/шум,1
Вместе в Гости,Нижегородский,Лето,POSITIVE,Расположение,2
Вместе в Гости,Нижегородский,Лето,POSITIVE,Цена,1
Вместе в Гости,Нижегородский,Осень,POSITIVE,Чистота,1
Волна,Автозаводский,Зима,NEUTRAL,Еда,1
Волна,Автозаводский,Зима,NEUTRAL,Чистота,1
Волна,Автозаводский,Зима,POSITIVE,Еда,1
Волна,Автозаводский,Зима,POSITIVE,Сервис,4
Волна,Автозаводский,Зима,POSITIVE,Чистота,1
Волна,Автозаводский,Лето,NEUTRAL,Комфорт/шум,1
Волна,Автозаводский,Лето,NEUTRAL,Расположение,3
Волна,Автозаводский,Лето,POSITIVE,Расположение,4
Волна,Автозаводский,Лето,POSITIVE,Сервис,3
Волна,Автозаводский,Осень,NEUTRAL,Еда,3
Волна,Автозаводский,Осень,NEUTRAL,Сервис,1
Волна,Автозаводский,Осень,NEUTRAL,Чистота,1
Волна,Автозаводский,Осень,POSITIVE,Еда,2
Волна,Автозаводский,Осень,POSITIVE,Расположение,1
Волна,Автозаводский,Осень,POSITIVE,Сервис,9
Волна,Автозаводский,Осень,POSITIVE,Цена,1
Волна,Автозаводский,Осень,POSITIVE,Чистота,2
Воробей,Московский,Весна,POSITIVE,Расположение,1
Воробей,Московский,Весна,POSITIVE,Чистота,2
Воробей,Московский,Зима,NEUTRAL,Сервис,1
Воробей,Московский,Зима,NEUTRAL,Цена,1
Воробей,Московский,Зима,POSITIVE,Сервис,3
Воробей,Московский,Зима,POSITIVE,Чистота,2
Воробей,Московский,Лето,NEGATIVE,Чистота,1
Воробей,Московский,Лето,NEUTRAL,Расположение,5
Воробей,Московский,Лето,NEUTRAL,Сервис,2
Воробей,Московский,Лето,NEUTRAL,Чистота,2
Воробей,Московский,Лето,POSITIVE,Еда,1
Воробей,Московский,Лето,POSITIVE,Расположение,1
Воробей,Московский,Лето,POSITIVE,Сервис,5
Воробей,Московский,Лето,POSITIVE,Чистота,4
Воробей,Московский,Осень,NEGATIVE,Чистота,1
Воробей,Московский,Осень,NEUTRAL,Еда,1
Воробей,Московский,Осень,NEUTRAL,Расположение,1
Воробей,Московский,Осень,POSITIVE,Еда,2
Воробей,Московский,Осень,POSITIVE,Расположение,1
Воробей,Московский,Осень,POSITIVE,Сервис,5
Воробей,Московский,Осень,POSITIVE,Чистота,2
ГагариНН,Нижегородский,Весна,NEUTRAL,Сервис,1
ГагариНН,Нижегородский,Весна,POSITIVE,Расположение,2
ГагариНН,Нижегородский,Весна,POSITIVE,Сервис,3
ГагариНН,Нижегородский,Весна,POSITIVE,Чистота,4
ГагариНН,Нижегородский,Зима,POSITIVE,Чистота,1
ГагариНН,Нижегородский,Лето,NEUTRAL,Еда,1
ГагариНН,Нижегородский,Лето,NEUTRAL,Комфорт/шум,1
ГагариНН,Нижегородский,Лето,NEUTRAL,Расположение,3
ГагариНН,Нижегородский,Лето,NEUTRAL,Сервис,1
ГагариНН,Нижегородский,Лето,NEUTRAL,Чистота,1
ГагариНН,Нижегородский,Лето,POSITIVE,Расположение,1
ГагариНН,Нижегородский,Лето,POSITIVE,Сервис,2
ГагариНН,Нижегородский,Лето,POSITIVE,Цена,2
ГагариНН,Нижегородский,Лето,POSITIVE,Чистота,2
ГагариНН,Нижегородский,Осень,NEUTRAL,Комфорт/шум,1
ГагариНН,Нижегородский,Осень,NEUTRAL,Расположение,1
ГагариНН,Нижегородский,Осень,NEUTRAL,Сервис,2
ГагариНН,Нижегородский,Осень,NEUTRAL,Чистота,1
ГагариНН,Нижегородский,Осень,POSITIVE,Расположение,2
ГагариНН,Нижегородский,Осень,POSITIVE,Сервис,3
ГагариНН,Нижегородский,Осень,POSITIVE,Чистота,3
Гостиница Кстово,Нижегородский,Весна,NEGATIVE,Цена,1
Гостиница Кстово,Нижегородский,Весна,NEUTRAL,Еда,1
Гостиница Кстово,Нижегородский,Весна,NEUTRAL,Сервис,3
Гостиница Кстово,Нижегородский,Весна,POSITIVE,Еда,2
Гостиница Кстово,Нижегородский,Зима,NEGATIVE,Цена,2
Гостиница Кстово,Нижегородский,Зима,NEUTRAL,Еда,2
Гостиница Кстово,Нижегородский,Зима,NEUTRAL,Чистота,1
Гостиница Кстово,Нижегородский,Зима,POSITIVE,Еда,1
Гостиница Кстово,Нижегородский,Лето,NEGATIVE,Еда,1
Гостиница Кстово,Нижегородский,Лето,NEGATIVE,Комфорт/шум,1
Гостиница Кстово,Нижегородский,Лето,NEGATIVE,Сервис,1
Гостиница Кстово,Нижегородский,Лето,NEGATIVE,Чистота,3
Гостиница Кстово,Нижегородский,Лето,NEUTRAL,Еда,1
Гостиница Кстово,Нижегородский,Лето,NEUTRAL,Комфорт/шум,1
Гостиница Кстово,Нижегородский,Лето,NEUTRAL,Расположение,1
Гостиница Кстово,Нижегородский,Лето,NEUTRAL,Цена,1
Гостиница Кстово,Нижегородский,Лето,NEUTRAL,Чистота,1
Гостиница Кстово,Нижегородский,Лето,POSITIVE,Еда,5
Гостиница Кстово,Нижегородский,Лето,POSITIVE,Расположение,1
Гостиница Кстово,Нижегородский,Лето,POSITIVE,Сервис,4
Гостиница Кстово,Нижегородский,Лето,POSITIVE,Чистота,1
Гостиница Кстово,Нижегородский,Осень,NEUTRAL,Сервис,1
Гостиница Кстово,Нижегородский,Осень,NEUTRAL,Чистота,1
Гостиница Кстово,Нижегородский,Осень,POSITIVE,Сервис,2
Гостиница Кстово,Нижегородский,Осень,POSITIVE,Чистота,1
Гранат,Советский,Весна,NEGATIVE,Комфорт/шум,1
Гранат,Советский,Весна,POSITIVE,Сервис,2
Гранат,Советский,Весна,POSITIVE,Чистота,4
Гранат,Советский,Зима,NEGATIVE,Еда,1
Гранат,Советский,Зима,NEUTRAL,Еда,1
Гранат,Советский,Зима,NEUTRAL,Расположение,2
Гранат,Советский,Зима,POSITIVE,Еда,4
Гранат,Советский,Зима,POSITIVE,Сервис,3
Гранат,Советский,Лето,NEGATIVE,Еда,1
Гранат,Советский,Лето,NEGATIVE,Сервис,1
Гранат,Советский,Лето,NEGATIVE,Чистота,1
Гранат,Советский,Лето,NEUTRAL,Еда,1
Гранат,Советский,Лето,NEUTRAL,Сервис,1
Гранат,Советский,Лето,NEUTRAL,Чистота,2
Гранат,Советский,Лето,POSITIVE,Еда,2
Гранат,Советский,Лето,POSITIVE,Комфорт/шум,1
Гранат,Советский,Лето,POSITIVE,Сервис,3
Гранат,Советский,Лето,POSITIVE,Чистота,3
Гранат,Советский,Осень,NEUTRAL,Еда,1
Гранат,Советский,Осень,NEUTRAL,Сервис,1
Гранат,Советский,Осень,POSITIVE,Еда,2
Гранат,Советский,Осень,POSITIVE,Сервис,1
Гранат,Советский,Осень,POSITIVE,Чистота,1
Гранд Отель ОКА Премиум,Московский,Зима,NEGATIVE,Чистота,1
Гранд Отель ОКА Премиум,Московский,Зима,NEUTRAL,Комфорт/шум,3
Гранд Отель ОКА Премиум,Московский,Зима,NEUTRAL,Сервис,1
Гранд Отель ОКА Премиум,Московский,Зима,NEUTRAL,Чистота,1
Гранд Отель ОКА Премиум,Московский,Зима,POSITIVE,Еда,3
Гранд Отель ОКА Премиум,Московский,Зима,POSITIVE,Сервис,1
Гранд Отель ОКА Премиум,Московский,Лето,NEGATIVE,Еда,1
Гранд Отель ОКА Премиум,Московский,Лето,NEGATIVE,Комфорт/шум,1
Гранд Отель ОКА Премиум,Московский,Лето,NEGATIVE,Чистота,1
Гранд Отель ОКА Премиум,Московский,Лето,NEUTRAL,Расположение,2
Гранд Отель ОКА Премиум,Московский,Лето,NEUTRAL,Сервис,1
Гранд Отель ОКА Премиум,Московский,Лето,NEUTRAL,Чистота,3
Гранд Отель ОКА Премиум,Московский,Лето,POSITIVE,Еда,4
Гранд Отель ОКА Премиум,Московский,Лето,POSITIVE,Комфорт/шум,1
Гранд Отель ОКА Премиум,Московский,Лето,POSITIVE,Расположение,1
Гранд Отель ОКА Премиум,Московский,Лето,POSITIVE,Сервис,3
Гранд Отель ОКА Премиум,Московский,Осень,NEGATIVE,Чистота,1
Гранд Отель ОКА Премиум,Московский,Осень,NEUTRAL,Еда,2
Гранд Отель ОКА Премиум,Московский,Осень,NEUTRAL,Расположение,1
Гранд Отель ОКА Премиум,Московский,Осень,NEUTRAL,Сервис,1
Гранд Отель ОКА Премиум,Московский,Осень,NEUTRAL,Чистота,2
Гранд Отель ОКА Премиум,Московский,Осень,POSITIVE,Еда,3
Гранд Отель ОКА Премиум,Московский,Осень,POSITIVE,Расположение,2
Гранд Отель ОКА Премиум,Московский,Осень,POSITIVE,Сервис,1
Гранд Отель ОКА Премиум,Московский,Осень,POSITIVE,Чистота,1
ДзенХоум,Канавинский,Зима,NEUTRAL,Чистота,1
ДзенХоум,Канавинский,Осень,POSITIVE,Комфорт/шум,1
Дисней,Приокский,Весна,NEUTRAL,Цена,1
Дисней,Приокский,Весна,NEUTRAL,Чистота,2
Дисней,Приокский,Весна,POSITIVE,Расположение,1
Дисней,Приокский,Весна,POSITIVE,Чистота,1
Дисней,Приокский,Зима,NEGATIVE,Сервис,1
Дисней,Приокский,Зима,NEGATIVE,Цена,1
Дисней,Приокский,Зима,NEUTRAL,Комфорт/шум,1
Дисней,Приокский,Зима,NEUTRAL,Расположение,1
Дисней,Приокский,Зима,NEUTRAL,Чистота,1
Дисней,Приокский,Зима,POSITIVE,Еда,1
Дисней,Приокский,Зима,POSITIVE,Комфорт/шум,1
Дисней,Приокский,Зима,POSITIVE,Сервис,1
Дисней,Приокский,Зима,POSITIVE,Цена,1
Дисней,Приокский,Зима,POSITIVE,Чистота,1
Дисней,Приокский,Лето,NEGATIVE,Сервис,2
Дисней,Приокский,Лето,NEGATIVE,Чистота,1
Дисней,Приокский,Лето,NEUTRAL,Комфорт/шум,1
Дисней,Приокский,Лето,NEUTRAL,Расположение,3
Дисней,Приокский,Лето,NEUTRAL,Чистота,1
Дисней,Приокский,Лето,POSITIVE,Комфорт/шум,1
Дисней,Приокский,Лето,POSITIVE,Расположение,2
Дисней,Приокский,Лето,POSITIVE,Чистота,1
Дисней,Приокский,Осень,NEUTRAL,Расположение,1
Дисней,Приокский,Осень,POSITIVE,Расположение,1
Дисней,Приокский,Осень,POSITIVE,Сервис,1
Дисней,Приокский,Осень,POSITIVE,Цена,1
Дисней,Приокский,Осень,POSITIVE,Чистота,1
ЖК Ривер Парк,Ленинский,Осень,POSITIVE,Комфорт/шум,1
ЖК Ривер Парк,Ленинский,Осень,POSITIVE,Расположение,2
Заречная,Ленинский,Зима,NEUTRAL,Чистота,2
Заречная,Ленинский,Зима,POSITIVE,Расположение,1
Заречная,Ленинский,Зима,POSITIVE,Сервис,1
Заречная,Ленинский,Зима,POSITIVE,Чистота,1
Заречная,Ленинский,Лето,NEUTRAL,Расположение,1
Заречная,Ленинский,Лето,NEUTRAL,Сервис,2
Заречная,Ленинский,Лето,NEUTRAL,Чистота,1
Заречная,Ленинский,Лето,POSITIVE,Еда,1
Заречная,Ленинский,Лето,POSITIVE,Расположение,8
Заречная,Ленинский,Лето,POSITIVE,Сервис,2
Заречная,Ленинский,Лето,POSITIVE,Чистота,9
Заречная,Ленинский,Осень,NEUTRAL,Комфорт/шум,1
Заречная,Ленинский,Осень,NEUTRAL,Расположение,3
Заречная,Ленинский,Осень,NEUTRAL,Чистота,1
Заречная,Ленинский,Осень,POSITIVE,Расположение,5
Заречная,Ленинский,Осень,POSITIVE,Сервис,6
Заречная,Ленинский,Осень,POSITIVE,Чистота,3
Зори,Московский,Весна,POSITIVE,Еда,1
Зори,Московский,Весна,POSITIVE,Расположение,2
Зори,Московский,Весна,POSITIVE,Сервис,3
Зори,Московский,Зима,NEUTRAL,Еда,1
Зори,Московский,Зима,NEUTRAL,Чистота,1
Зори,Московский,Зима,POSITIVE,Сервис,2
Зори,Московский,Зима,POSITIVE,Чистота,1
Зори,Московский,Лето,NEGATIVE,Еда,1
Зори,Московский,Лето,NEGATIVE,Расположение,1
Зори,Московский,Лето,NEUTRAL,Еда,2
Зори,Московский,Лето,NEUTRAL,Расположение,1
Зори,Московский,Лето,NEUTRAL,Сервис,3
Зори,Московский,Лето,NEUTRAL,Чистота,2
Зори,Московский,Лето,POSITIVE,Еда,2
Зори,Московский,Лето,POSITIVE,Комфорт/шум,1
Зори,Московский,Лето,POSITIVE,Расположение,3
Зори,Московский,Лето,POSITIVE,Сервис,7
Зори,Московский,Лето,POSITIVE,Чистота,2
Зори,Московский,Осень,NEUTRAL,Сервис,2
Зори,Московский,Осень,POSITIVE,Расположение,1
Зори,Московский,Осень,POSITIVE,Сервис,1
Зори,Московский,Осень,POSITIVE,Чистота,4
Империя,Ленинский,Весна,POSITIVE,Сервис,4
Империя,Ленинский,Весна,POSITIVE,Чистота,3
Империя,Ленинский,Зима,NEUTRAL,Цена,1
Империя,Ленинский,Зима,NEUTRAL,Чистота,1
Империя,Ленинский,Зима,POSITIVE,Сервис,1
Империя,Ленинский,Зима,POSITIVE,Чистота,1
Империя,Ленинский,Лето,NEUTRAL,Сервис,1
Империя,Ленинский,Лето,NEUTRAL,Чистота,1
Империя,Ленинский,Лето,POSITIVE,Комфорт/шум,1
Империя,Ленинский,Лето,POSITIVE,Сервис,5
Империя,Ленинский,Лето,POSITIVE,Цена,1
Империя,Ленинский,Лето,POSITIVE,Чистота,3
Империя,Ленинский,Осень,NEUTRAL,Расположение,1
Империя,Ленинский,Осень,NEUTRAL,Сервис,1
Империя,Ленинский,Осень,POSITIVE,Еда,1
Империя,Ленинский,Осень,POSITIVE,Комфорт/шум,2
Империя,Ленинский,Осень,POSITIVE,Расположение,2
Империя,Ленинский,Осень,POSITIVE,Сервис,1
Империя,Ленинский,Осень,POSITIVE,Чистота,1
История,Московский,Весна,POSITIVE,Расположение,1
История,Московский,Зима,NEGATIVE,Чистота,1
История,Московский,Зима,POSITIVE,Расположение,2
История,Московский,Зима,POSITIVE,Сервис,1
История,Московский,Зима,POSITIVE,Чистота,1
История,Московский,Лето,NEGATIVE,Комфорт/шум,1
История,Московский,Лето,NEUTRAL,Еда,1
История,Московский,Лето,NEUTRAL,Расположение,1
История,Московский,Лето,NEUTRAL,Чистота,1
История,Московский,Лето,POSITIVE,Комфорт/шум,1
История,Московский,Лето,POSITIVE,Расположение,3
История,Московский,Лето,POSITIVE,Сервис,5
История,Московский,Лето,POSITIVE,Чистота,3
История,Московский,Осень,NEUTRAL,Еда,2
История,Московский,Осень,NEUTRAL,Расположение,2
История,Московский,Осень,NEUTRAL,Чистота,1
История,Московский,Осень,POSITIVE,Еда,2
История,Московский,Осень,POSITIVE,Комфорт/шум,2
История,Московский,Осень,POSITIVE,Расположение,5
История,Московский,Осень,POSITIVE,Сервис,5
История,Московский,Осень,POSITIVE,Чистота,3
Калитка,Московский,Весна,NEUTRAL,Сервис,1
Калитка,Московский,Весна,NEUTRAL,Чистота,1
Калитка,Московский,Весна,POSITIVE,Комфорт/шум,1
Калитка,Московский,Весна,POSITIVE,Сервис,1
Калитка,Московский,Весна,POSITIVE,Чистота,1
Калитка,Московский,Зима,NEGATIVE,Еда,1
Калитка,Московский,Зима,NEUTRAL,Комфорт/шум,1
Калитка,Московский,Зима,POSITIVE,Сервис,1
Калитка,Московский,Зима,POSITIVE,Цена,1
Калитка,Московский,Зима,POSITIVE,Чистота,1
Калитка,Московский,Лето,NEGATIVE,Чистота,1
Калитка,Московский,Лето,NEUTRAL,Еда,1
Калитка,Московский,Лето,NEUTRAL,Комфорт/шум,1
Калитка,Московский,Лето,NEUTRAL,Сервис,1
Калитка,Московский,Лето,NEUTRAL,Цена,1
Калитка,Московский,Лето,NEUTRAL,Чистота,3
Калитка,Московский,Лето,POSITIVE,Сервис,5
Калитка,Московский,Лето,POSITIVE,Чистота,4
Калитка,Московский,Осень,NEUTRAL,Чистота,1
Калитка,Московский,Осень,POSITIVE,Сервис,1
Калитка,Московский,Осень,POSITIVE,Чистота,1
Каскад,Сормовский,Весна,NEGATIVE,Чистота,1
Каскад,Сормовский,Весна,NEUTRAL,Расположение,1
Каскад,Сормовский,Весна,NEUTRAL,Сервис,1
Каскад,Сормовский,Весна,POSITIVE,Еда,2
Каскад,Сормовский,Весна,POSITIVE,Комфорт/шум,1
Каскад,Сормовский,Весна,POSITIVE,Расположение,2
Каскад,Сормовский,Весна,POSITIVE,Сервис,1
Каскад,Сормовский,Весна,POSITIVE,Чистота,2
Каскад,Сормовский,Зима,NEUTRAL,Расположение,1
Каскад,Сормовский,Зима,NEUTRAL,Сервис,1
Каскад,Сормовский,Зима,POSITIVE,Еда,1
Каскад,Сормовский,Зима,POSITIVE,Расположение,3
Каскад,Сормовский,Зима,POSITIVE,Сервис,3
Каскад,Сормовский,Лето,NEGATIVE,Еда,1
Каскад,Сормовский,Лето,NEUTRAL,Расположение,3
Каскад,Сормовский,Лето,NEUTRAL,Сервис,1
Каскад,Сормовский,Лето,NEUTRAL,Чистота,2
Каскад,Сормовский,Лето,POSITIVE,Еда,4
Каскад,Сормовский,Лето,POSITIVE,Сервис,1
Каскад,Сормовский,Лето,POSITIVE,Чистота,4
Каскад,Сормовский,Осень,NEGATIVE,Еда,1
Каскад,Сормовский,Осень,NEUTRAL,Комфорт/шум,1
Каскад,Сормовский,Осень,NEUTRAL,Расположение,2
Каскад,Сормовский,Осень,NEUTRAL,Чистота,2
Каскад,Сормовский,Осень,POSITIVE,Еда,2
Каскад,Сормовский,Осень,POSITIVE,Сервис,1
Каскад,Сормовский,Осень,POSITIVE,Цена,1
Каскад,Сормовский,Осень,POSITIVE,Чистота,1
КвартРента НН,Канавинский,Весна,NEGATIVE,Чистота,1
КвартРента НН,Канавинский,Весна,NEUTRAL,Комфорт/шум,1
КвартРента НН,Канавинский,Весна,NEUTRAL,Чистота,1
КвартРента НН,Канавинский,Весна,POSITIVE,Расположение,3
КвартРента НН,Канавинский,Лето,NEUTRAL,Еда,1
КвартРента НН,Канавинский,Лето,NEUTRAL,Расположение,1
КвартРента НН,Канавинский,Лето,NEUTRAL,Чистота,1
КвартРента НН,Канавинский,Осень,POSITIVE,Чистота,1
Квартира 12 на Рождественской,Московский,Зима,POSITIVE,Еда,1
Клевер Удачи,Нижегородский,Весна,NEGATIVE,Цена,1
Клевер Удачи,Нижегородский,Весна,POSITIVE,Расположение,3
Клевер Удачи,Нижегородский,Весна,POSITIVE,Чистота,1
Клевер Удачи,Нижегородский,Лето,NEGATIVE,Еда,1
Клевер Удачи,Нижегородский,Лето,NEGATIVE,Расположение,2
Клевер Удачи,Нижегородский,Лето,NEGATIVE,Сервис,1
Клевер Удачи,Нижегородский,Лето,NEGATIVE,Чистота,1
Клевер Удачи,Нижегородский,Лето,NEUTRAL,Расположение,3
Клевер Удачи,Нижегородский,Лето,NEUTRAL,Сервис,3
Клевер Удачи,Нижегородский,Лето,NEUTRAL,Чистота,1
